id,MsgSvrID,type_name,is_sender,talker,room_name,msg,src,CreateTime
1,4495642188155273609,文本,0,wxid_kmkmoigq0j0g22,wxid_kmkmoigq0j0g22,嘿嘿 有！,,2024-06-10 00:02:19
2,3792078061322799013,文本,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,欢迎我的学弟学妹们走完12年的路程，接下来请继续加油,,2024-06-11 00:00:14
3,5493890087366838454,动画表情,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,表情,http://wxapp.tc.qq.com/275/20304/stodownload?m=4dc1cff970bbe89500652b18edad66c7&filekey=30350201010421301f020201130402534804104dc1cff970bbe89500652b18edad66c70203017d2e040d00000004627466730000000132&hy=SH&storeid=265bf7f2200091b7db4590a760000011300004f5053480ed3903156606de49&bizid=1023,2024-06-11 00:00:17
4,8183051165565950572,动画表情,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,表情,http://wxapp.tc.qq.com/262/20304/stodownload?m=6d78e31f86dca75cf323fd7883828f3d&filekey=30350201010421301f020201060402534804106d78e31f86dca75cf323fd7883828f3d0203025896040d00000004627466730000000132&hy=SH&storeid=2646a333000002f0929687b4c0000010600004f5053481ab0b8e0b68787820&bizid=1023,2024-06-11 00:00:20
5,5089027867662889038,文本,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,学长在北邮等着大家,,2024-06-11 00:00:29
6,4074209417117364234,文本,0,wxid_kmkmoigq0j0g22,wxid_kmkmoigq0j0g22,哈哈哈 张秀儿,,2024-06-11 00:00:40
7,6114051249467286907,动画表情,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,表情,http://wxapp.tc.qq.com/275/20304/stodownload?m=47aa676505d00834baf2f0c2a1d365ef&filekey=30350201010421301f0202011304025348041047aa676505d00834baf2f0c2a1d365ef020301180a040d00000004627466730000000132&hy=SH&storeid=26479c7b3000f286b000000000000011300004f50534813c89b01e6ad9043f&bizid=1023,2024-06-11 00:00:46
8,6883021752830044803,文本,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,对了老师我记得之前有一个巨牛逼的，跟着学英语的孩子,,2024-06-25 00:32:33
9,8647114631729347516,文本,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,就是一个女生是不是今年要高考呀,,2024-06-25 00:32:46
10,7382823146470726347,文本,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,他考了多少呀,,2024-06-25 00:33:20
11,4777999630574197219,动画表情,1,wxid_q454azbavsa321,wxid_kmkmoigq0j0g22,表情,http://wxapp.tc.qq.com/262/20304/stodownload?m=e9531a7512780a8c0825ffd8aeff451c&filekey=30350201010421301f02020106040253480410e9531a7512780a8c0825ffd8aeff451c02030276af040d00000004627466730000000132&hy=SH&storeid=2646a33400004124e29687b4c0000010600004f50534806134b00b6b833411&bizid=1023,2024-06-25 00:33:23
