id,MsgSvrID,type_name,is_sender,talker,room_name,msg,src,CreateTime
5001,4344716803298020912,文本,0,wxid_0brgitypzgu922,wxid_0brgitypzgu922,好的,,2025-04-20 16:51:40
5002,2424354391682564341,文件,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,文件,FileStorage\File\2025-04\学代会研代会志愿服务项目策划案(1).docx,2025-04-21 13:17:13
5003,1527775460116893601,文本,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,立项,,2025-04-21 13:17:14
5004,8040260698365880195,文件,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,文件,FileStorage\File\2025-04\学代会研代会志愿服务项目立项表(1).docx,2025-04-21 13:17:14
5005,1285250604713271628,文本,0,wxid_0brgitypzgu922,wxid_0brgitypzgu922,好的,,2025-04-21 13:35:40
5006,7443925404351139623,文件,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,文件,FileStorage\File\2025-04\学代会、研代会志愿项目立项表(1).docx,2025-04-24 10:12:58
5007,5919558435337729815,文本,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,这个要立项奥,,2025-04-24 10:12:58
5008,3247685608254886006,文本,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,还有一个这个,,2025-04-24 10:17:02
5009,2549645576569037686,合并转发的聊天记录,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,"张宏哲与Ink.的聊天记录
Ink.: [聊天记录]
Ink.: [聊天记录]
Ink.: 每人72，直接立项，校团委应该知道","{'title': '张宏哲与Ink.的聊天记录', 'desc': 'Ink.: [聊天记录]\nInk.: [聊天记录]\nInk.: 每人72，直接立项，校团委应该知道', 'datalist': {'count': '3', 'dataitem': [{'datatype': '17', 'datasourceid': '6551393764451813358', 'datatitle': 'AerospaceLin的聊天记录', 'datadesc': 'AerospaceLin: [图片]\nAerospaceLin: 林航宇 2024110712 手机号 15737229886', 'sourcename': 'Ink.', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/0rnQBJ3J1h0cBib9NeiaBJcn4qejVHlUibrOxaNZQYVGuBTBjOCJDLWeRWjMkX8uxKDmicvGH6uPEUW6yTSmhfrdNPBqrpNNPvq1ujhZVKw5cs8/132', 'sourcetime': '2025-03-05 16:27:31', 'srcMsgCreateTime': '1741163251', 'recordxml': {'recordinfo': {'desc': 'AerospaceLin: [图片]\nAerospaceLin: 林航宇 2024110712 手机号 15737229886', 'datalist': {'count': '2', 'dataitem': [{'datatype': '2', 'dataid': '7f93bf509e9a829331fd7777e83ade1c', 'cdnthumburl': '3057020100044b304902010002046f40bba702032f9f6902041a50f67b020467c80af2042438386261373533302d373734632d346333662d626233312d3663643833636633353566640204059420010201000405004c4f8d00', 'cdnthumbkey': '358a8f4ede04db317bc935c1ec0245b7', 'thumbfullmd5': '38959b2b520693b095d9bda61c75c9ff', 'thumbsize': '2332', 'cdndataurl': '3057020100044b30490201000204c4898d1c02032fc6790204748dca2a020467c7fdbc042435373839323564392d616338342d346539302d626230662d6435663962313063626166330204059420010201000405004c53d900', 'cdndatakey': '95b64d8efd2482b16227c585a9280068', 'fullmd5': 'ededf7098bd8b82ee6bdabeb3bca5ca5', 'datasize': '346705', 'datafmt': 'pic', 'thumbwidth': '72', 'thumbheight': '120', 'sourcename': 'AerospaceLin', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/7hDic8jNlibhIot5hJhqAE0pj2hMibib1AMCyfibN4nLIEEJj3sicGdKOSWMSmAiaXDvc7gHKt1vV3UGQy4dYMJaOic7kqm7f4qhAjDH4liaovo5XEO76kbibIibOKMJKCKEdILQujc/132', 'sourcetime': '2025-2-28 15:57', 'srcMsgCreateTime': '1740729449', 'messageuuid': 'a896abf8bdf98e4b3a88cc5796e9c483_', 'fromnewmsgid': '5213329461077801890', 'dataitemsource': {'hashusername': '8032cc05b846287053660fe99cbf6f1c764f1b927c74ecd01020e3745fbd6128'}, 'thumbfiletype': '1', 'filetype': '1'}, {'datatype': '1', 'dataid': '011bb3a5aa15fe0f55092fecb45266ba', 'datadesc': '林航宇 2024110712 手机号 15737229886', 'sourcename': 'AerospaceLin', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/7hDic8jNlibhIot5hJhqAE0pj2hMibib1AMCyfibN4nLIEEJj3sicGdKOSWMSmAiaXDvc7gHKt1vV3UGQy4dYMJaOic7kqm7f4qhAjDH4liaovo5XEO76kbibIibOKMJKCKEdILQujc/132', 'sourcetime': '2025-2-28 15:57', 'srcMsgCreateTime': '1740729471', 'fromnewmsgid': '7922150623222700128', 'dataitemsource': {'hashusername': '8032cc05b846287053660fe99cbf6f1c764f1b927c74ecd01020e3745fbd6128'}}]}}}, 'fromnewmsgid': '6551393764451813358', 'dataitemsource': {'hashusername': 'f2e9a39209142116c1831a86cd6879614c72fb0de8c1d7c6d7d47f0c755aa103'}}, {'datatype': '17', 'datasourceid': '8928334914077495677', 'datatitle': 'Kin1in.的聊天记录', 'datadesc': 'Kin1in.: [图片]\nKin1in.: 姓名：王文哲 学号：2024140749\nKin1in.: 15275372321', 'sourcename': 'Ink.', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/0rnQBJ3J1h0cBib9NeiaBJcn4qejVHlUibrOxaNZQYVGuBTBjOCJDLWeRWjMkX8uxKDmicvGH6uPEUW6yTSmhfrdNPBqrpNNPvq1ujhZVKw5cs8/132', 'sourcetime': '2025-03-05 16:27:32', 'srcMsgCreateTime': '1741163252', 'recordxml': {'recordinfo': {'desc': 'Kin1in.: [图片]\nKin1in.: 姓名：王文哲 学号：2024140749\nKin1in.: 15275372321', 'datalist': {'count': '3', 'dataitem': [{'datatype': '2', 'dataid': 'b420c33ca2413c7b8452de4779d46fb5', 'cdnthumburl': '3057020100044b30490201000204c4898d1c02032fc6790204748dca2a020467c7fdca042465653634393334352d353864352d343336322d386531342d6636323164313461313166380204059820010201000405004c56f900', 'cdnthumbkey': '5aa8a7a2311455d62ba98a2ed4b93f57', 'thumbfullmd5': '28ced70bd3217d045c1837de7f874309', 'thumbsize': '7836', 'cdndataurl': '3057020100044b30490201000204c4898d1c02032fc6790204748dca2a020467c7fdca042437663765643335392d363062322d346463382d393736662d3738613935333235376164640204059420010201000405004c55cd00', 'cdndatakey': '1f2b7865a9e28867ed741aef8d530ab9', 'fullmd5': '0540e6b4e39bb1dcf8cbfa037ae9bc78', 'datasize': '343299', 'datafmt': 'pic', 'sourcename': 'Kin1in.', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/8aSDQxvq7mdwnqjdAZ6SicmnHkSmShXcbh3J30ia1BWSSmoLOz97kVVUWbdem4N9E6DSqL3FpYRo6fLed6AH9suZdiapDPCJnI4lOTicX9UF0EBarMGQibeg0UlvK0tkp10f5tNsia7e2rjQZOozP6G47Hng/132', 'sourcetime': '2025-2-28 16:11', 'srcMsgCreateTime': '1740730267', 'messageuuid': 'e3c6e0365e9ed8da2e981e49d9153290_', 'fromnewmsgid': '1869361918533470037', 'dataitemsource': {'hashusername': '3c546041ba0561ada2557bc3c854225b4d3946cf236888c4b527c091a31ccc81'}, 'thumbfiletype': '1', 'filetype': '1'}, {'datatype': '1', 'dataid': '69f49d6f7c562140f3d69bbde5c0a3fe', 'datadesc': '姓名：王文哲\n学号：2024140749', 'sourcename': 'Kin1in.', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/8aSDQxvq7mdwnqjdAZ6SicmnHkSmShXcbh3J30ia1BWSSmoLOz97kVVUWbdem4N9E6DSqL3FpYRo6fLed6AH9suZdiapDPCJnI4lOTicX9UF0EBarMGQibeg0UlvK0tkp10f5tNsia7e2rjQZOozP6G47Hng/132', 'sourcetime': '2025-2-28 16:11', 'srcMsgCreateTime': '1740730281', 'fromnewmsgid': '4122266406452163604', 'dataitemsource': {'hashusername': '3c546041ba0561ada2557bc3c854225b4d3946cf236888c4b527c091a31ccc81'}}, {'datatype': '1', 'dataid': '718990a8c70f800a013a0c243bf5d5b3', 'datadesc': '15275372321', 'sourcename': 'Kin1in.', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/8aSDQxvq7mdwnqjdAZ6SicmnHkSmShXcbh3J30ia1BWSSmoLOz97kVVUWbdem4N9E6DSqL3FpYRo6fLed6AH9suZdiapDPCJnI4lOTicX9UF0EBarMGQibeg0UlvK0tkp10f5tNsia7e2rjQZOozP6G47Hng/132', 'sourcetime': '2025-2-28 16:11', 'srcMsgCreateTime': '1740730296', 'fromnewmsgid': '8240956366348158701', 'dataitemsource': {'hashusername': '3c546041ba0561ada2557bc3c854225b4d3946cf236888c4b527c091a31ccc81'}}]}}}, 'fromnewmsgid': '8928334914077495677', 'dataitemsource': {'hashusername': 'f2e9a39209142116c1831a86cd6879614c72fb0de8c1d7c6d7d47f0c755aa103'}}, {'datatype': '1', 'datasourceid': '7848339436813524596', 'datadesc': '每人72，直接立项，校团委应该知道', 'sourcename': 'Ink.', 'sourceheadurl': 'https://wx.qlogo.cn/mmhead/ver_1/0rnQBJ3J1h0cBib9NeiaBJcn4qejVHlUibrOxaNZQYVGuBTBjOCJDLWeRWjMkX8uxKDmicvGH6uPEUW6yTSmhfrdNPBqrpNNPvq1ujhZVKw5cs8/132', 'sourcetime': '2025-03-05 16:27:52', 'srcMsgCreateTime': '1741163272', 'fromnewmsgid': '7848339436813524596', 'dataitemsource': {'hashusername': 'f2e9a39209142116c1831a86cd6879614c72fb0de8c1d7c6d7d47f0c755aa103'}}]}, 'favcreatetime': '1745461021724'}",2025-04-24 10:17:02
5010,14448537298849487,文本,1,wxid_q454azbavsa321,wxid_0brgitypzgu922,林航宇那个多加6个小时,,2025-04-24 10:25:50
